Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
PZ1-ABS;167;PZ1;14-3-2019;10:51;ABS;Sensor;PPT1;0;-99;-99;;10.4;6.96;-64.24;1666;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ1-ABS;169;PZ1;14-3-2019;11:12;ABS;Sensor;PPT1;0;-99;-99;;10.4;6.97;-68.39;1646;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ1-ABS;170;PZ1;14-3-2019;11:24;ABS;Sensor;PPT1;0;-99;-99;;10.4;6.97;-70.11;1643;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ1-ABS+;171;PZ1;14-3-2019;11:34;ABS+;Sensor;PPT1;0;0;9.56;;10.6;6.96;-70.42;1646;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ1-ABS;172;PZ1;14-3-2019;11:46;ABS;Sensor;PPT1;0;-99;-99;;10.5;6.94;-71.15;1645;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ1-ABS;173;PZ1;14-3-2019;11:56;ABS;Sensor;PPT1;0;-99;-99;;10.7;6.92;-71.45;1640;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;175;PZ2;14-3-2019;12:18;ABS;Sensor;PPT1;0.03;-99;-99;;10.9;6.7;-45.55;7790;-99;10;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;176;PZ2;14-3-2019;12:28;ABS;Sensor;PPT1;0.04;-99;-99;;11;6.72;-49.39;7595;-99;10;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;178;PZ2;14-3-2019;12:47;ABS;Sensor;PPT1;0.05;-99;-99;;11;6.72;-52.78;7717;-99;10;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;179;PZ2;14-3-2019;13:00;ABS;Sensor;PPT1;0.07;-99;-99;;11;6.72;-56.19;7790;-99;10;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;180;PZ2;14-3-2019;13:08;ABS+;Sensor;PPT1;0;0;12.9;;11;6.72;-59.58;7850;-99;10;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;181;PZ2;14-3-2019;13:18;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.71;-61;7912;-99;10;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;182;PZ2;14-3-2019;13:27;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.71;-61.7;7970;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;184;PZ2;14-3-2019;13:45;ABS;Sensor;PPT1;0.02;-99;-99;;11.1;6.7;-62.36;8080;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;185;PZ2;14-3-2019;13:55;ABS;Sensor;PPT1;0.01;-99;-99;;11.1;6.7;-62.81;8113;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;186;PZ2;14-3-2019;14:02;ABS+;Sensor;PPT1;0;0;15.7;;11.1;6.7;-63.21;8145;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;187;PZ2;14-3-2019;14:12;ABS;Sensor;PPT1;0.02;-99;-99;;11.1;6.7;-63;8165;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;188;PZ2;14-3-2019;14:20;ABS;Sensor;PPT1;0.01;-99;-99;;11;6.7;-63.26;8189;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;189;PZ2;14-3-2019;14:29;ABS+;Sensor;PPT1;0;0;15.9;;11.1;6.69;-63.67;8220;-99;10;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;190;PZ2;14-3-2019;14:38;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.69;-63.94;8263;-99;10;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;191;PZ2;14-3-2019;14:47;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.69;-64.03;8276;-99;10;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;192;PZ2;14-3-2019;14:56;ABS+;Sensor;PPT1;0;0;18.1;;11.1;6.69;-63.99;8302;-99;10;510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;193;PZ2;14-3-2019;15:05;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.7;-63.7;8324;-99;10;520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;194;PZ2;14-3-2019;15:13;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.68;-63.73;8336;-99;10;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;195;PZ2;14-3-2019;15:22;ABS+;Sensor;PPT1;0;0;19;;11.1;6.68;-63.98;8370;-99;10;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;196;PZ2;14-3-2019;15:31;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.67;-63.79;8389;-99;10;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;197;PZ2;14-3-2019;15:41;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.67;-63.95;8396;-99;10;560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS+;198;PZ2;14-3-2019;15:50;ABS+;Sensor;PPT1;0;0;20.3;;11.2;6.67;-64;8410;-99;10;570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;199;PZ2;14-3-2019;15:59;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.67;-64.18;8424;-99;10;580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ2-ABS;200;PZ2;14-3-2019;16:08;ABS;Sensor;PPT1;0;-99;-99;;11.2;6.67;-64.32;8436;-99;10;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;203;PZ3;16-3-2019;09:07;ABS;Sensor;PPT1;0.06;-99;-99;;10.7;6.83;89.82;1698;-99;10;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;204;PZ3;16-3-2019;09:17;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.84;80.27;192;-99;10;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;206;PZ3;16-3-2019;09:35;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.81;64.7;1656;-99;10;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;207;PZ3;16-3-2019;09:44;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.8;55.78;1682;-99;10;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS+;208;PZ3;16-3-2019;09:53;ABS+;Sensor;PPT1;0;0;9.23;;10.8;6.79;47.12;1636;-99;10;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;209;PZ3;16-3-2019;10:03;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.78;36.78;1628;-99;10;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;210;PZ3;16-3-2019;10:12;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.77;27.81;16.55;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;212;PZ3;16-3-2019;10:32;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.77;10.2;1606;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;213;PZ3;16-3-2019;10:41;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.77;3.37;1574;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS+;214;PZ3;16-3-2019;10:51;ABS+;Sensor;PPT1;0;0;9.7;;10.9;6.76;-1.96;1605;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;215;PZ3;16-3-2019;11:01;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.76;-6.84;1604;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ3-ABS;216;PZ3;16-3-2019;11:11;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.77;-11.57;1603;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;218;PZ4;16-3-2019;11:47;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.82;-27.22;2932;-99;10;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;219;PZ4;16-3-2019;11:56;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.84;-35.2;2915;-99;10;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;221;PZ4;16-3-2019;12:15;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.85;-44.6;3082;-99;10;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;222;PZ4;16-3-2019;12:25;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.85;-47.86;3060;-99;10;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS+;223;PZ4;16-3-2019;12:33;ABS+;Sensor;PPT1;0;0;9.47;;11.1;6.86;-50.93;3029;-99;10;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;224;PZ4;16-3-2019;12:43;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.85;-53.17;3092;-99;10;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;225;PZ4;16-3-2019;12:56;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.85;-54.93;3096;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;227;PZ4;16-3-2019;13:15;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.86;-58.19;3102;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;228;PZ4;16-3-2019;13:23;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.86;-59.11;3102;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS+;229;PZ4;16-3-2019;13:32;ABS+;Sensor;PPT1;0;0;10.7;;11.3;6.86;-60.01;3095;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;230;PZ4;16-3-2019;13:41;ABS;Sensor;PPT1;0;-99;-99;;11.3;6.85;-60.45;3112;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ4-ABS;231;PZ4;16-3-2019;13:51;ABS;Sensor;PPT1;0;-99;-99;;11.2;6.85;-60.94;3098;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;234;PZ5;18-3-2019;09:18;ABS;Sensor;PPT1;0.74;-99;-99;;10.9;6.63;85.54;4872;-99;10;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;235;PZ5;18-3-2019;09:37;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.66;77.27;4823;-99;10;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;237;PZ5;18-3-2019;09:56;ABS;Sensor;PPT1;0;-99;-99;;10.6;6.71;40.92;4818;-99;10;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;238;PZ5;18-3-2019;10:06;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.74;26.24;4808;-99;10;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS+;239;PZ5;18-3-2019;10:15;ABS+;Sensor;PPT1;0;0;13.3;;11.1;6.76;14.46;4819;-99;10;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;240;PZ5;18-3-2019;10:25;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.76;5.15;4842;-99;10;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;241;PZ5;18-3-2019;10:35;ABS;Sensor;PPT1;0;-99;-99;;11;6.77;-2.93;4832;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;243;PZ5;18-3-2019;10:54;ABS;Sensor;PPT1;0;-99;-99;;11;6.78;-16.04;4797;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;244;PZ5;18-3-2019;11:03;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.79;-21.02;4820;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS+;245;PZ5;18-3-2019;11:12;ABS+;Sensor;PPT1;0;0;14.5;;11.1;6.78;-24;4816;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;246;PZ5;18-3-2019;11:22;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.78;-30.62;4782;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ5-ABS;247;PZ5;18-3-2019;11:31;ABS;Sensor;PPT1;0;-99;-99;;11.2;6.77;-31.68;4820;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;249;PZ6;18-3-2019;11:53;ABS;Sensor;PPT1;0;-99;-99;;11;7.02;-53.47;1438;-99;10;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;250;PZ6;18-3-2019;12:03;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.98;-56.24;1445;-99;10;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;252;PZ6;18-3-2019;12:25;ABS;Sensor;PPT1;0;-99;-99;;11.4;6.94;-56.57;1429;-99;10;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;253;PZ6;18-3-2019;12:39;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.93;-56.35;1421;-99;10;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS+;254;PZ6;18-3-2019;12:47;ABS+;Sensor;PPT1;0;0;19.8;;11;6.92;-56.44;1375;-99;10;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;255;PZ6;18-3-2019;12:58;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.92;-56.53;1415;-99;10;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;256;PZ6;18-3-2019;13:09;ABS;Sensor;PPT1;0;-99;-99;;11.1;6.91;-56.49;1424;-99;10;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;258;PZ6;18-3-2019;13:32;ABS;Sensor;PPT1;0;-99;-99;;11.2;6.9;-57.17;1431;-99;10;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;259;PZ6;18-3-2019;13:42;ABS;Sensor;PPT1;0;-99;-99;;10.6;6.9;-57.11;1424;-99;10;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS+;260;PZ6;18-3-2019;13:52;ABS+;Sensor;PPT1;0;0;25.4;;10.7;6.9;-57.32;1425;-99;10;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;261;PZ6;18-3-2019;14:03;ABS;Sensor;PPT1;0;-99;-99;;10.8;6.9;-58.18;1424;-99;10;460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZ6-ABS;262;PZ6;18-3-2019;14:15;ABS;Sensor;PPT1;0;-99;-99;;10.9;6.9;-58.35;1430;-99;10;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF1;421;INF;31-10-2019;09:25;INF;Sample;BST1 - INF;;;;;;;;;;;;14.116;0.064;228.244;104050.44;35243.82;15.6;21327.18;5632.672;80766.52;50177.68;188818.1;2.608;21.242;1.854;730.94;1555.812;0;2.144;5.332;2.196;2.308;12.32;3.994;765.272;5.818;-0.046;-0.062;0.816;25.778;0.902;;;;;;0.409;-99;222.23;0.063;0.719;6.121;15.328;195.994;;;0.928;0.0022;0.0836;0.9976;0.0565;0.1139;11.3298;2.1781;0.0162;0.003;0.4834;0.3065;;0.0667;0.6872;0.0018;0.0061;;0.0117;0.0053;;0.0114;;0.9392;;0.2462;5.447;378.679
INF3;420;INF;1-11-2019;12:35;INF;Sample;BST1 - INF;;;25.83;;;;;;;;;14.786;0.098;241.78;100864.62;34084.44;12.332;21221.66;5302.922;76881.28;53718.82;185917.6;2.12;16.248;1.366;543.24;84.044;0;3.004;7.528;2.654;4.126;8.08;0.99;736.072;6.908;-0.074;-0.218;0.768;11.026;2.412;;;;;;0.438;-99;206.623;0.063;0.719;6.282;16.066;168.348;;0.0001;0.9568;0.0011;0.0527;0.9747;0.0168;0.0778;9.4576;1.8307;0.0313;0.0023;0.3628;0.082;;0.0264;0.7213;0.0113;0.0024;;;;0.0072;0.0068;0.013;0.8945;;0.146;5.012;386.821
INF5;419;INF;2-11-2019;10:31;INF;Sample;BST1 - INF;;;;;;;;;;;;12.32;0.106;226.27;86702.04;32909.56;13.838;20269.98;4481.354;88370.14;55712.02;183401.72;2.246;20.158;1.218;496.038;88.704;0;3.684;4.298;3.488;4.604;9.176;3.278;722.23;7.484;-0.134;-0.254;0.872;17.212;1.588;;;;;;0.468;-99;168.203;0.063;0.517;8.68;14.404;194.897;;;0.9921;0.0021;0.0654;0.9499;0.1478;0.0732;10.287;2.0183;0.0305;0.0031;0.7168;0.3694;;0.0219;0.7396;0.0063;0.0079;0.0004;0.0125;0.0035;0.0007;0.0144;0.0122;1.1678;7.4218;0.1234;4.41;370.689
INF7;418;INF;2-11-2019;11:35;INF;Sample;BST1 - INF;;;;;;;;;;;;10.684;0.118;213.484;81532.86;31841.34;14.008;20227.54;5210.038;84668.08;55738.96;183772.58;2.266;21.09;1.258;511.246;85.672;0;3.814;4.992;6.924;3.218;8.58;1.748;689.556;6.832;-0.134;-0.266;0.842;7.492;1.038;;;;;;0.438;-99;149.177;0.063;0.417;8.203;16.434;191.289;;;0.977;0.0022;0.0656;0.9468;0.1119;0.0768;10.9285;2.2545;0.0393;0.0031;0.6998;0.4142;0.0578;0.025;0.754;0.004;0.0058;0.0004;0.0072;0.0044;0.0032;0.014;;0.8168;;0.1115;5.009;376.548
